1, none, minecraft:the_void, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3810, extreme_hills, terralith:caldera, MONSTER, graveyard:nightmare, 10, 1, 1
3811, extreme_hills, terralith:caldera, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3812, extreme_hills, terralith:caldera, MONSTER, eidolon:zombie_brute, 60, 1, 3
3813, extreme_hills, terralith:caldera, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3814, extreme_hills, terralith:caldera, MONSTER, tconstruct:sky_slime, 80, 2, 4
3815, extreme_hills, terralith:caldera, MONSTER, goety:wraith, 20, 1, 1
3816, extreme_hills, terralith:caldera, MONSTER, goety:warlock, 10, 1, 1
3817, extreme_hills, terralith:caldera, MONSTER, quark:stoneling, 80, 1, 1
3818, extreme_hills, terralith:caldera, MONSTER, quark:toretoise, 80, 2, 4
3819, extreme_hills, terralith:caldera, CREATURE, minecraft:wolf, 10, 4, 4
3820, extreme_hills, terralith:caldera, CREATURE, minecraft:rabbit, 10, 2, 3
3821, extreme_hills, terralith:caldera, CREATURE, minecraft:fox, 10, 2, 4
3822, extreme_hills, terralith:caldera, CREATURE, eidolon:slimy_slug, 10, 2, 3
3823, extreme_hills, terralith:caldera, CREATURE, eidolon:slimy_slug, 10, 2, 5
3824, extreme_hills, terralith:caldera, CREATURE, naturalist:snail, 10, 2, 3
3825, extreme_hills, terralith:caldera, CREATURE, naturalist:bluejay, 10, 1, 4
3826, extreme_hills, terralith:caldera, CREATURE, naturalist:canary, 10, 1, 4
3827, extreme_hills, terralith:caldera, CREATURE, naturalist:robin, 10, 1, 4
3828, extreme_hills, terralith:caldera, CREATURE, quark:shiba, 40, 1, 3
3829, extreme_hills, terralith:caldera, AMBIENT, minecraft:bat, 10, 8, 8
3830, extreme_hills, terralith:caldera, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3831, none, terralith:cave/frostfire_caves, MONSTER, minecraft:skeleton, 80, 4, 4
3832, none, terralith:cave/frostfire_caves, MONSTER, eidolon:wraith, 60, 1, 3
3833, none, terralith:cave/frostfire_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3834, none, terralith:cave/frostfire_caves, MONSTER, eidolon:zombie_brute, 60, 1, 3
3835, none, terralith:cave/frostfire_caves, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3836, none, terralith:cave/frostfire_caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
3837, none, terralith:cave/frostfire_caves, MONSTER, graveyard:reaper, 10, 2, 3
3838, none, terralith:cave/frostfire_caves, MONSTER, goety:wraith, 20, 1, 1
3839, none, terralith:cave/frostfire_caves, MONSTER, goety:warlock, 10, 1, 1
3840, none, terralith:cave/frostfire_caves, MONSTER, quark:stoneling, 80, 1, 1
3841, none, terralith:cave/frostfire_caves, MONSTER, quark:toretoise, 80, 2, 4
3842, none, terralith:cave/frostfire_caves, CREATURE, eidolon:slimy_slug, 10, 2, 3
3843, none, terralith:cave/frostfire_caves, CREATURE, naturalist:snail, 10, 2, 3
3844, none, terralith:cave/frostfire_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3845, none, terralith:fractured_savanna, MONSTER, minecraft:spider, 80, 4, 4
3846, none, terralith:fractured_savanna, MONSTER, minecraft:zombie, 80, 4, 4
3847, none, terralith:fractured_savanna, MONSTER, minecraft:zombie_villager, 10, 1, 1
3848, none, terralith:fractured_savanna, MONSTER, minecraft:skeleton, 80, 4, 4
3849, none, terralith:fractured_savanna, MONSTER, minecraft:creeper, 80, 4, 4
3850, none, terralith:fractured_savanna, MONSTER, minecraft:slime, 80, 4, 4
3851, none, terralith:fractured_savanna, MONSTER, minecraft:enderman, 5, 1, 4
3852, none, terralith:fractured_savanna, MONSTER, minecraft:witch, 5, 1, 1
3853, none, terralith:fractured_savanna, MONSTER, eidolon:wraith, 60, 1, 3
3854, none, terralith:fractured_savanna, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3855, none, terralith:fractured_savanna, MONSTER, eidolon:zombie_brute, 60, 1, 3
3856, none, terralith:fractured_savanna, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3857, none, terralith:fractured_savanna, MONSTER, tconstruct:sky_slime, 80, 2, 4
3858, none, terralith:fractured_savanna, MONSTER, goety:wraith, 20, 1, 1
3859, none, terralith:fractured_savanna, MONSTER, goety:warlock, 10, 1, 1
3860, none, terralith:fractured_savanna, MONSTER, quark:stoneling, 80, 1, 1
3861, none, terralith:fractured_savanna, MONSTER, quark:toretoise, 80, 2, 4
3862, none, terralith:fractured_savanna, CREATURE, minecraft:horse, 10, 2, 6
3863, none, terralith:fractured_savanna, CREATURE, minecraft:donkey, 10, 1, 1
3864, none, terralith:fractured_savanna, CREATURE, environmental:yak, 10, 4, 4
3865, none, terralith:fractured_savanna, CREATURE, eidolon:slimy_slug, 10, 2, 5
3866, none, terralith:fractured_savanna, CREATURE, naturalist:snail, 10, 2, 3
3867, none, terralith:fractured_savanna, CREATURE, naturalist:rattlesnake, 10, 1, 1
3868, none, terralith:fractured_savanna, CREATURE, naturalist:bluejay, 10, 1, 4
3869, none, terralith:fractured_savanna, CREATURE, naturalist:canary, 10, 1, 4
3870, none, terralith:fractured_savanna, CREATURE, naturalist:cardinal, 10, 1, 4
3871, none, terralith:fractured_savanna, CREATURE, naturalist:robin, 10, 1, 4
3872, none, terralith:fractured_savanna, CREATURE, naturalist:rhino, 15, 1, 3
3873, none, terralith:fractured_savanna, CREATURE, naturalist:lion, 10, 3, 5
3874, none, terralith:fractured_savanna, CREATURE, naturalist:elephant, 10, 2, 3
3875, none, terralith:fractured_savanna, CREATURE, naturalist:zebra, 10, 2, 3
3876, none, terralith:fractured_savanna, CREATURE, naturalist:giraffe, 10, 1, 3
3877, none, terralith:fractured_savanna, CREATURE, naturalist:hippo, 15, 3, 4
3878, none, terralith:fractured_savanna, CREATURE, naturalist:vulture, 15, 2, 4
3879, none, terralith:fractured_savanna, AMBIENT, minecraft:bat, 10, 8, 8
3880, none, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3881, none, terralith:fractured_savanna, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
3882, badlands, terralith:painted_mountains, MONSTER, minecraft:spider, 80, 4, 4
3883, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3884, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
3885, badlands, terralith:painted_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3886, badlands, terralith:painted_mountains, MONSTER, minecraft:creeper, 80, 4, 4
3887, badlands, terralith:painted_mountains, MONSTER, minecraft:slime, 80, 4, 4
3888, badlands, terralith:painted_mountains, MONSTER, minecraft:enderman, 5, 1, 4
3889, badlands, terralith:painted_mountains, MONSTER, minecraft:witch, 5, 1, 1
3890, badlands, terralith:painted_mountains, MONSTER, eidolon:wraith, 60, 1, 3
3891, badlands, terralith:painted_mountains, MONSTER, graveyard:nightmare, 10, 1, 1
3892, badlands, terralith:painted_mountains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3893, badlands, terralith:painted_mountains, MONSTER, eidolon:zombie_brute, 60, 1, 3
3894, badlands, terralith:painted_mountains, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3895, badlands, terralith:painted_mountains, MONSTER, tconstruct:sky_slime, 80, 2, 4
3896, badlands, terralith:painted_mountains, MONSTER, goety:wraith, 20, 1, 1
3897, badlands, terralith:painted_mountains, MONSTER, goety:warlock, 10, 1, 1
3898, badlands, terralith:painted_mountains, MONSTER, quark:stoneling, 80, 1, 1
3899, badlands, terralith:painted_mountains, MONSTER, quark:toretoise, 80, 2, 4
3900, badlands, terralith:painted_mountains, CREATURE, minecraft:goat, 10, 1, 3
3901, badlands, terralith:painted_mountains, CREATURE, naturalist:snail, 10, 2, 3
3902, badlands, terralith:painted_mountains, CREATURE, naturalist:rattlesnake, 10, 1, 1
3903, badlands, terralith:painted_mountains, CREATURE, naturalist:bluejay, 10, 1, 4
3904, badlands, terralith:painted_mountains, CREATURE, naturalist:canary, 10, 1, 4
3905, badlands, terralith:painted_mountains, CREATURE, naturalist:robin, 10, 1, 4
3906, badlands, terralith:painted_mountains, CREATURE, naturalist:vulture, 15, 2, 4
3907, badlands, terralith:painted_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3908, badlands, terralith:painted_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3909, taiga, terralith:lush_valley, MONSTER, minecraft:spider, 80, 4, 4
3910, taiga, terralith:lush_valley, MONSTER, minecraft:zombie, 80, 4, 4
3911, taiga, terralith:lush_valley, MONSTER, minecraft:zombie_villager, 10, 1, 1
3912, taiga, terralith:lush_valley, MONSTER, minecraft:skeleton, 80, 4, 4
3913, taiga, terralith:lush_valley, MONSTER, minecraft:creeper, 80, 4, 4
3914, taiga, terralith:lush_valley, MONSTER, minecraft:slime, 80, 4, 4
3915, taiga, terralith:lush_valley, MONSTER, minecraft:enderman, 5, 1, 4
3916, taiga, terralith:lush_valley, MONSTER, minecraft:witch, 5, 1, 1
3917, taiga, terralith:lush_valley, MONSTER, eidolon:wraith, 60, 1, 3
3918, taiga, terralith:lush_valley, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3919, taiga, terralith:lush_valley, MONSTER, eidolon:zombie_brute, 60, 1, 3
3920, taiga, terralith:lush_valley, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3921, taiga, terralith:lush_valley, MONSTER, tconstruct:sky_slime, 80, 2, 4
3922, taiga, terralith:lush_valley, MONSTER, goety:wraith, 20, 1, 1
3923, taiga, terralith:lush_valley, MONSTER, goety:warlock, 10, 1, 1
3924, taiga, terralith:lush_valley, MONSTER, quark:stoneling, 80, 1, 1
3925, taiga, terralith:lush_valley, MONSTER, quark:toretoise, 80, 2, 4
3926, taiga, terralith:lush_valley, CREATURE, minecraft:chicken, 10, 8, 8
3927, taiga, terralith:lush_valley, CREATURE, minecraft:wolf, 10, 4, 4
3928, taiga, terralith:lush_valley, CREATURE, minecraft:rabbit, 10, 2, 3
3929, taiga, terralith:lush_valley, CREATURE, minecraft:fox, 10, 2, 4
3930, taiga, terralith:lush_valley, CREATURE, eidolon:slimy_slug, 10, 2, 3
3931, taiga, terralith:lush_valley, CREATURE, naturalist:snail, 10, 2, 3
3932, taiga, terralith:lush_valley, CREATURE, naturalist:bear, 10, 1, 2
3933, taiga, terralith:lush_valley, CREATURE, naturalist:bluejay, 10, 1, 4
3934, taiga, terralith:lush_valley, CREATURE, naturalist:canary, 10, 1, 4
3935, taiga, terralith:lush_valley, CREATURE, environmental:reindeer, 16, 4, 4
3936, taiga, terralith:lush_valley, AMBIENT, minecraft:bat, 10, 8, 8
3937, taiga, terralith:lush_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3938, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:spider, 80, 4, 4
3939, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3940, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
3941, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3942, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:creeper, 80, 4, 4
3943, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:slime, 80, 4, 4
3944, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:enderman, 5, 1, 4
3945, extreme_hills, terralith:rocky_mountains, MONSTER, eidolon:wraith, 60, 1, 3
3946, extreme_hills, terralith:rocky_mountains, MONSTER, graveyard:nightmare, 10, 1, 1
3947, extreme_hills, terralith:rocky_mountains, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3948, extreme_hills, terralith:rocky_mountains, MONSTER, eidolon:zombie_brute, 60, 1, 3
3949, extreme_hills, terralith:rocky_mountains, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3950, extreme_hills, terralith:rocky_mountains, MONSTER, tconstruct:sky_slime, 80, 2, 4
3951, extreme_hills, terralith:rocky_mountains, MONSTER, savage_and_ravage:iceologer, 10, 1, 1
3952, extreme_hills, terralith:rocky_mountains, MONSTER, goety:wraith, 20, 1, 1
3953, extreme_hills, terralith:rocky_mountains, MONSTER, goety:warlock, 10, 1, 1
3954, extreme_hills, terralith:rocky_mountains, MONSTER, quark:stoneling, 80, 1, 1
3955, extreme_hills, terralith:rocky_mountains, MONSTER, quark:toretoise, 80, 2, 4
3956, extreme_hills, terralith:rocky_mountains, CREATURE, eidolon:slimy_slug, 10, 2, 3
3957, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:snail, 10, 2, 3
3958, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:bluejay, 10, 1, 4
3959, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:canary, 10, 1, 4
3960, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:robin, 10, 1, 4
3961, extreme_hills, terralith:rocky_mountains, CREATURE, quark:shiba, 40, 1, 3
3962, extreme_hills, terralith:rocky_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3963, extreme_hills, terralith:rocky_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
3964, none, terralith:alpha_islands_winter, MONSTER, minecraft:spider, 80, 4, 4
3965, none, terralith:alpha_islands_winter, MONSTER, minecraft:zombie, 80, 4, 4
3966, none, terralith:alpha_islands_winter, MONSTER, minecraft:skeleton, 80, 4, 4
3967, none, terralith:alpha_islands_winter, MONSTER, minecraft:creeper, 80, 4, 4
3968, none, terralith:alpha_islands_winter, MONSTER, minecraft:slime, 80, 4, 4
3969, none, terralith:alpha_islands_winter, MONSTER, eidolon:wraith, 60, 1, 3
3970, none, terralith:alpha_islands_winter, MONSTER, graveyard:nightmare, 10, 1, 1
3971, none, terralith:alpha_islands_winter, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3972, none, terralith:alpha_islands_winter, MONSTER, eidolon:zombie_brute, 60, 1, 3
3973, none, terralith:alpha_islands_winter, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3974, none, terralith:alpha_islands_winter, MONSTER, tconstruct:sky_slime, 80, 2, 4
3975, none, terralith:alpha_islands_winter, MONSTER, savage_and_ravage:iceologer, 10, 1, 1
3976, none, terralith:alpha_islands_winter, MONSTER, goety:wraith, 20, 1, 1
3977, none, terralith:alpha_islands_winter, MONSTER, goety:warlock, 10, 1, 1
3978, none, terralith:alpha_islands_winter, MONSTER, quark:stoneling, 80, 1, 1
3979, none, terralith:alpha_islands_winter, MONSTER, quark:toretoise, 80, 2, 4
3980, none, terralith:alpha_islands_winter, CREATURE, eidolon:slimy_slug, 10, 2, 3
3981, none, terralith:alpha_islands_winter, CREATURE, naturalist:bluejay, 10, 1, 4
3982, jungle, terralith:tropical_jungle, MONSTER, minecraft:spider, 80, 4, 4
3983, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie, 80, 4, 4
3984, jungle, terralith:tropical_jungle, MONSTER, minecraft:zombie_villager, 10, 1, 1
3985, jungle, terralith:tropical_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
3986, jungle, terralith:tropical_jungle, MONSTER, minecraft:creeper, 80, 4, 4
3987, jungle, terralith:tropical_jungle, MONSTER, minecraft:slime, 80, 4, 4
3988, jungle, terralith:tropical_jungle, MONSTER, minecraft:enderman, 5, 1, 4
3989, jungle, terralith:tropical_jungle, MONSTER, minecraft:witch, 5, 1, 1
3990, jungle, terralith:tropical_jungle, MONSTER, minecraft:ocelot, 10, 1, 3
3991, jungle, terralith:tropical_jungle, MONSTER, eidolon:wraith, 60, 1, 3
3992, jungle, terralith:tropical_jungle, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
3993, jungle, terralith:tropical_jungle, MONSTER, eidolon:zombie_brute, 60, 1, 3
3994, jungle, terralith:tropical_jungle, MONSTER, decoration_delight:stool_entity, 20, 4, 4
3995, jungle, terralith:tropical_jungle, MONSTER, tconstruct:sky_slime, 80, 2, 4
3996, jungle, terralith:tropical_jungle, MONSTER, goety:wraith, 20, 1, 1
3997, jungle, terralith:tropical_jungle, MONSTER, goety:warlock, 10, 1, 1
3998, jungle, terralith:tropical_jungle, MONSTER, quark:stoneling, 80, 1, 1
3999, jungle, terralith:tropical_jungle, MONSTER, quark:toretoise, 80, 2, 4
4000, jungle, terralith:tropical_jungle, CREATURE, minecraft:chicken, 10, 8, 8
4001, jungle, terralith:tropical_jungle, CREATURE, minecraft:chicken, 10, 4, 4
4002, jungle, terralith:tropical_jungle, CREATURE, minecraft:parrot, 40, 1, 2
4003, jungle, terralith:tropical_jungle, CREATURE, minecraft:panda, 10, 1, 2
4004, jungle, terralith:tropical_jungle, CREATURE, eidolon:slimy_slug, 10, 2, 3
4005, jungle, terralith:tropical_jungle, CREATURE, eidolon:slimy_slug, 10, 2, 5
4006, jungle, terralith:tropical_jungle, CREATURE, cnb:lizard, 80, 1, 4
4007, jungle, terralith:tropical_jungle, CREATURE, naturalist:coral_snake, 10, 1, 1
4008, jungle, terralith:tropical_jungle, CREATURE, naturalist:hippo, 15, 3, 4
4009, jungle, terralith:tropical_jungle, CREATURE, naturalist:lizard, 15, 1, 2
4010, jungle, terralith:tropical_jungle, CREATURE, naturalist:tortoise, 15, 1, 2
4011, jungle, terralith:tropical_jungle, AMBIENT, minecraft:bat, 10, 8, 8
4012, jungle, terralith:tropical_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4013, none, terralith:highlands, MONSTER, minecraft:spider, 80, 4, 4
4014, none, terralith:highlands, MONSTER, minecraft:zombie, 80, 4, 4
4015, none, terralith:highlands, MONSTER, minecraft:zombie_villager, 10, 1, 1
4016, none, terralith:highlands, MONSTER, minecraft:skeleton, 80, 4, 4
4017, none, terralith:highlands, MONSTER, minecraft:creeper, 80, 4, 4
4018, none, terralith:highlands, MONSTER, minecraft:slime, 80, 4, 4
4019, none, terralith:highlands, MONSTER, minecraft:enderman, 5, 1, 4
4020, none, terralith:highlands, MONSTER, minecraft:witch, 5, 1, 1
4021, none, terralith:highlands, MONSTER, eidolon:wraith, 60, 1, 3
4022, none, terralith:highlands, MONSTER, graveyard:nightmare, 10, 1, 1
4023, none, terralith:highlands, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4024, none, terralith:highlands, MONSTER, eidolon:zombie_brute, 60, 1, 3
4025, none, terralith:highlands, MONSTER, decoration_delight:stool_entity, 20, 4, 4
4026, none, terralith:highlands, MONSTER, tconstruct:sky_slime, 80, 2, 4
4027, none, terralith:highlands, MONSTER, goety:wraith, 20, 1, 1
4028, none, terralith:highlands, MONSTER, goety:warlock, 10, 1, 1
4029, none, terralith:highlands, MONSTER, quark:stoneling, 80, 1, 1
4030, none, terralith:highlands, MONSTER, quark:toretoise, 80, 2, 4
4031, none, terralith:highlands, CREATURE, minecraft:sheep, 20, 8, 8
4032, none, terralith:highlands, CREATURE, minecraft:cow, 25, 8, 8
4033, none, terralith:highlands, CREATURE, minecraft:horse, 10, 2, 6
4034, none, terralith:highlands, CREATURE, minecraft:donkey, 10, 1, 3
4035, none, terralith:highlands, CREATURE, eidolon:slimy_slug, 10, 2, 3
4036, none, terralith:highlands, CREATURE, hamsters:hamster, 10, 1, 1
4037, none, terralith:highlands, CREATURE, naturalist:snail, 10, 2, 3
4038, none, terralith:highlands, CREATURE, naturalist:snake, 10, 1, 1
4039, none, terralith:highlands, CREATURE, naturalist:canary, 10, 1, 4
4040, none, terralith:highlands, CREATURE, naturalist:robin, 10, 1, 4
4041, none, terralith:highlands, CREATURE, naturalist:butterfly, 10, 1, 3
4042, none, terralith:highlands, AMBIENT, minecraft:bat, 10, 8, 8
4043, none, terralith:highlands, AMBIENT, naturalist:firefly, 10, 2, 3
4044, none, terralith:highlands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4045, none, terralith:valley_clearing, MONSTER, minecraft:spider, 80, 4, 4
4046, none, terralith:valley_clearing, MONSTER, minecraft:zombie, 80, 4, 4
4047, none, terralith:valley_clearing, MONSTER, minecraft:zombie_villager, 10, 1, 1
4048, none, terralith:valley_clearing, MONSTER, minecraft:skeleton, 80, 4, 4
4049, none, terralith:valley_clearing, MONSTER, minecraft:creeper, 80, 4, 4
4050, none, terralith:valley_clearing, MONSTER, minecraft:slime, 80, 4, 4
4051, none, terralith:valley_clearing, MONSTER, minecraft:enderman, 5, 1, 4
4052, none, terralith:valley_clearing, MONSTER, minecraft:witch, 5, 1, 1
4053, none, terralith:valley_clearing, MONSTER, eidolon:wraith, 60, 1, 3
4054, none, terralith:valley_clearing, MONSTER, graveyard:nightmare, 10, 1, 1
4055, none, terralith:valley_clearing, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4056, none, terralith:valley_clearing, MONSTER, eidolon:zombie_brute, 60, 1, 3
4057, none, terralith:valley_clearing, MONSTER, decoration_delight:stool_entity, 20, 4, 4
4058, none, terralith:valley_clearing, MONSTER, tconstruct:sky_slime, 80, 2, 4
4059, none, terralith:valley_clearing, MONSTER, goety:wraith, 20, 1, 1
4060, none, terralith:valley_clearing, MONSTER, goety:warlock, 10, 1, 1
4061, none, terralith:valley_clearing, MONSTER, quark:stoneling, 80, 1, 1
4062, none, terralith:valley_clearing, MONSTER, quark:toretoise, 80, 2, 4
4063, none, terralith:valley_clearing, CREATURE, minecraft:horse, 10, 2, 6
4064, none, terralith:valley_clearing, CREATURE, minecraft:donkey, 10, 1, 3
4065, none, terralith:valley_clearing, CREATURE, naturalist:bear, 10, 1, 2
4066, none, terralith:valley_clearing, CREATURE, naturalist:bluejay, 10, 1, 4
4067, none, terralith:valley_clearing, AMBIENT, minecraft:bat, 10, 8, 8
4068, none, terralith:valley_clearing, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4069, none, terralith:cave/ice_caves, MONSTER, minecraft:spider, 80, 4, 4
4070, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie, 80, 4, 4
4071, none, terralith:cave/ice_caves, MONSTER, minecraft:zombie_villager, 10, 1, 1
4072, none, terralith:cave/ice_caves, MONSTER, minecraft:skeleton, 80, 4, 4
4073, none, terralith:cave/ice_caves, MONSTER, minecraft:creeper, 80, 4, 4
4074, none, terralith:cave/ice_caves, MONSTER, minecraft:slime, 80, 4, 4
4075, none, terralith:cave/ice_caves, MONSTER, minecraft:enderman, 5, 1, 4
4076, none, terralith:cave/ice_caves, MONSTER, minecraft:witch, 5, 1, 1
4077, none, terralith:cave/ice_caves, MONSTER, eidolon:wraith, 60, 1, 3
4078, none, terralith:cave/ice_caves, MONSTER, graveyard:skeleton_creeper, 25, 1, 4
4079, none, terralith:cave/ice_caves, MONSTER, eidolon:zombie_brute, 60, 1, 3
4080, none, terralith:cave/ice_caves, MONSTER, decoration_delight:stool_entity, 20, 4, 4
4081, none, terralith:cave/ice_caves, MONSTER, tconstruct:sky_slime, 80, 2, 4
4082, none, terralith:cave/ice_caves, MONSTER, goety:wraith, 20, 1, 1
4083, none, terralith:cave/ice_caves, MONSTER, goety:warlock, 10, 1, 1
4084, none, terralith:cave/ice_caves, MONSTER, quark:stoneling, 80, 1, 1
4085, none, terralith:cave/ice_caves, MONSTER, quark:toretoise, 80, 2, 4
4086, none, terralith:cave/ice_caves, CREATURE, eidolon:slimy_slug, 10, 2, 3
4087, none, terralith:cave/ice_caves, CREATURE, naturalist:snail, 10, 2, 3
4088, none, terralith:cave/ice_caves, AMBIENT, minecraft:bat, 10, 8, 8
4089, none, terralith:cave/ice_caves, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4090, none, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
4091, none, terralith:alpha_islands, MONSTER, minecraft:zombie, 80, 4, 4
4092, none, terralith:alpha_islands, MONSTER, minecraft:skeleton, 80, 4, 4
4093, none, terralith:alpha_islands, MONSTER, minecraft:creeper, 80, 4, 4
4094, none, terralith:alpha_islands, MONSTER, minecraft:slime, 80, 4, 4
4095, none, terralith:alpha_islands, MONSTER, eidolon:wraith, 60, 1, 3
4096, none, terralith:alpha_islands, MONSTER, eidolon:zombie_brute, 60, 1, 3
4097, none, terralith:alpha_islands, MONSTER, decoration_delight:stool_entity, 20, 4, 4
4098, none, terralith:alpha_islands, MONSTER, tconstruct:sky_slime, 80, 2, 4
4099, none, terralith:alpha_islands, MONSTER, goety:wraith, 20, 1, 1
4100, none, terralith:alpha_islands, MONSTER, goety:warlock, 10, 1, 1
4101, none, terralith:alpha_islands, MONSTER, quark:stoneling, 80, 1, 1
4102, none, terralith:alpha_islands, MONSTER, quark:toretoise, 80, 2, 4
4103, none, terralith:alpha_islands, CREATURE, naturalist:snail, 10, 2, 3
4104, none, terralith:alpha_islands, CREATURE, naturalist:snake, 10, 1, 1
4105, none, terralith:alpha_islands, CREATURE, naturalist:bear, 10, 1, 2
4106, none, terralith:alpha_islands, CREATURE, naturalist:deer, 10, 1, 3
4107, none, terralith:alpha_islands, CREATURE, naturalist:cardinal, 10, 1, 4
4108, none, terralith:alpha_islands, CREATURE, naturalist:robin, 10, 1, 4
4109, none, terralith:alpha_islands, CREATURE, naturalist:butterfly, 10, 1, 3
4110, none, terralith:alpha_islands, CREATURE, naturalist:lizard, 15, 1, 2
4111, none, terralith:alpha_islands, AMBIENT, naturalist:firefly, 10, 2, 3
4112, none, terralith:alpha_islands, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
4113, none, terralith:alpha_islands, UNDERGROUND_WATER_CREATURE, minecraft:axolotl, 10, 4, 6
4114, plains, terralith:blooming_plateau, MONSTER, minecraft:spider, 80, 4, 4
4115, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie, 80, 4, 4
4116, plains, terralith:blooming_plateau, MONSTER, minecraft:zombie_villager, 10, 1, 1
4117, plains, terralith:blooming_plateau, MONSTER, minecraft:skeleton, 80, 4, 4
4118, plains, terralith:blooming_plateau, MONSTER, minecraft:creeper, 80, 4, 4
4119, plains, terralith:blooming_plateau, MONSTER, minecraft:slime, 80, 4, 4
4120, plains, terralith:blooming_plateau, MONSTER, minecraft:enderman, 5, 1, 4
4121, plains, terralith:blooming_plateau, MONSTER, minecraft:witch, 5, 1, 1
4122, plains, terralith:blooming_plateau, MONSTER, eidolon:wraith, 60, 1, 3
4123, plains, terralith:blooming_plateau, MONSTER, eidolon:zombie_brute, 60, 1, 3
4124, plains, terralith:blooming_plateau, MONSTER, decoration_delight:stool_entity, 20, 4, 4
4125, plains, terralith:blooming_plateau, MONSTER, tconstruct:sky_slime, 80, 2, 4
4126, plains, terralith:blooming_plateau, MONSTER, goety:wraith, 20, 1, 1
4127, plains, terralith:blooming_plateau, MONSTER, goety:warlock, 10, 1, 1
4128, plains, terralith:blooming_plateau, MONSTER, quark:stoneling, 80, 1, 1
4129, plains, terralith:blooming_plateau, MONSTER, quark:toretoise, 80, 2, 4
4130, plains, terralith:blooming_plateau, CREATURE, minecraft:cow, 20, 1, 2
4131, plains, terralith:blooming_plateau, CREATURE, minecraft:donkey, 10, 1, 2
4132, plains, terralith:blooming_plateau, CREATURE, minecraft:rabbit, 10, 2, 6
4133, plains, terralith:blooming_plateau, CREATURE, naturalist:snail, 10, 2, 3
4134, plains, terralith:blooming_plateau, CREATURE, naturalist:bluejay, 10, 1, 4
4135, plains, terralith:blooming_plateau, CREATURE, naturalist:canary, 10, 1, 4
4136, plains, terralith:blooming_plateau, AMBIENT, minecraft:bat, 10, 8, 8
